id|random_number
583|0.07189986386824265
584|0.465595231560051
585|0.3730337197510861
586|0.5894821181218284
587|0.6779054827826025
588|0.9175993091913746
589|0.33728672107740654
590|0.10585339452094855
591|0.7819129398522673
592|0.38723579810105935
593|0.3732610571169671
594|0.9911045966579543
595|0.12208942518879706
596|0.6554608789283006
597|0.8875531710287495
598|0.1553883532265783
599|0.36694546001490835
600|0.7270590032533241
601|0.18501530564300184
602|0.8976840508366939
603|0.08066241197540125
604|0.8776952521943161
605|0.784923606113502
606|0.4827949864305229
607|0.2881127630665329
608|0.8919668687350187
609|0.6438262322360537
610|0.525845635859326
611|0.6019245847141357
612|0.5705805065736848
613|0.37054083221523926
614|0.8529436518991681
615|0.771259777225783
616|0.6099047203329289
617|0.30966003558756283
618|0.8730204278696886
619|0.6083933307074103
620|0.8873794622691242
621|0.8373047488680043
622|0.5642919334860238
623|0.4594936315321465
624|0.4148550855791643
625|0.3390619965013417
626|0.7187386002137787
627|0.6207972242165026
628|0.525644354369042
629|0.2398241604660707
630|0.8058588280741518
631|0.206224820282075
632|0.2316172726019755
633|0.4588651880404174
634|0.11359256459777756
635|0.9537569316361064
636|0.4052992440393638
637|0.3999609334336669
638|0.4395094617661123
639|0.6477968206931931
640|0.7090809847418463
641|0.26231646971929423
642|0.06683684514688015
643|0.748080288717282
644|0.8595882364747137
645|0.7854525904655774
646|0.2320744904939076
647|0.38410131910506373
648|0.4573393636011255
649|0.1936009356291163
650|0.5670713571921477
651|0.6698440823279876
652|0.9389871357138777
653|0.16451847897579785
654|0.22649481959113238
655|0.7546198549954717
656|0.7989392606465896
657|0.5228471255048085
658|0.048749398511754416
659|0.9789322741976089
660|0.7033518819480103
661|0.0048198341571520364
662|0.8374680507181269
663|0.21088587009403537
664|0.3614251574629672
665|0.225079869987874
